File,LOC,CC,MaxCC,NPM,NOC,Imports,Label
jax/_src/internal_test_util/export_back_compat_test_data/pallas/mosaic_semaphore_dma.py,99,0,0,0,0,2,0
jax/_src/internal_test_util/lazy_loader_module/__init__.py,18,0,0,0,0,1,0
jax/_src/internal_test_util/lazy_loader_module/lazy_test_submodule.py,15,1,1,1,0,0,0
jax/_src/random/philox2x32.py,228,30,6,11,0,14,0
jax/_src/random/threefry2x32.py,412,63,9,22,0,20,0
jax/_src/random/prng.py,903,166,8,114,4,32,0
jax/_src/random/__init__.py,83,0,0,0,0,6,0
jax/_src/random/philox4x32.py,263,30,6,11,0,14,0
jax/_src/random/threefry4x32.py,344,32,6,12,0,14,0
jax/_src/random/stateful_rng.py,302,30,7,10,1,16,0
jax/_src/random/rbg.py,115,13,4,6,0,14,0
jax/_src/random/core.py,3439,329,15,129,1,34,0
jax/_src/export/serialization.py,949,164,32,35,1,20,0
jax/_src/export/__init__.py,13,0,0,0,0,0,0
jax/_src/export/shape_poly_decision.py,470,114,18,14,1,8,0
